example_id,split,category_slug,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_country_code,transport_mode,stock,moq,supplier_rating,target_offer_price_usd,feature_source,label_source,is_synthetic
offer-BTY-001-STD-2,train,beauty-tools-accessories,0.320,24.00,15.00,5.00,1800.000,CN,BULK,400,10,4.61,9.90,seed_derived,pseudo_formula,1
offer-BTY-001-STD-3,train,beauty-tools-accessories,0.320,24.00,15.00,5.00,1800.000,TH,LOCAL,90,1,4.54,11.66,seed_derived,pseudo_formula,1
offer-BTY-001-STD-4,train,beauty-tools-accessories,0.320,24.00,15.00,5.00,1800.000,IN,BULK,280,8,4.57,10.34,seed_derived,pseudo_formula,1
offer-BTY-002-STD-1,train,beauty-tools-accessories,0.100,16.00,12.00,6.00,1152.000,CN,LOCAL,120,1,4.61,4.50,seed_derived,pseudo_formula,1
offer-BTY-002-STD-2,train,beauty-tools-accessories,0.100,16.00,12.00,6.00,1152.000,CN,BULK,400,10,4.61,4.05,seed_derived,pseudo_formula,1
offer-BTY-002-STD-3,train,beauty-tools-accessories,0.100,16.00,12.00,6.00,1152.000,TH,LOCAL,90,1,4.54,4.77,seed_derived,pseudo_formula,1
offer-BTY-002-STD-4,train,beauty-tools-accessories,0.100,16.00,12.00,6.00,1152.000,IN,BULK,280,8,4.57,4.23,seed_derived,pseudo_formula,1
offer-BTY-003-STD-1,train,beauty-tools-accessories,0.060,12.00,7.00,4.00,336.000,CN,LOCAL,120,1,4.61,3.80,seed_derived,pseudo_formula,1
offer-BTY-003-STD-2,train,beauty-tools-accessories,0.060,12.00,7.00,4.00,336.000,CN,BULK,400,10,4.61,3.42,seed_derived,pseudo_formula,1
offer-BTY-003-STD-3,train,beauty-tools-accessories,0.060,12.00,7.00,4.00,336.000,TH,LOCAL,90,1,4.54,4.03,seed_derived,pseudo_formula,1
offer-BTY-003-STD-4,train,beauty-tools-accessories,0.060,12.00,7.00,4.00,336.000,IN,BULK,280,8,4.57,3.57,seed_derived,pseudo_formula,1
offer-BTY-004-STD-1,validation,beauty-tools-accessories,0.080,15.00,7.00,3.00,315.000,CN,LOCAL,120,1,4.61,5.20,seed_derived,pseudo_formula,1
offer-BTY-004-STD-2,validation,beauty-tools-accessories,0.080,15.00,7.00,3.00,315.000,CN,BULK,400,10,4.61,4.68,seed_derived,pseudo_formula,1
offer-BTY-004-STD-3,validation,beauty-tools-accessories,0.080,15.00,7.00,3.00,315.000,TH,LOCAL,90,1,4.54,5.51,seed_derived,pseudo_formula,1
offer-BTY-004-STD-4,validation,beauty-tools-accessories,0.080,15.00,7.00,3.00,315.000,IN,BULK,280,8,4.57,4.89,seed_derived,pseudo_formula,1
offer-BTY-005-STD-1,test,beauty-tools-accessories,0.120,15.00,8.00,5.00,600.000,CN,LOCAL,120,1,4.61,4.80,seed_derived,pseudo_formula,1
offer-BTY-005-STD-2,test,beauty-tools-accessories,0.120,15.00,8.00,5.00,600.000,CN,BULK,400,10,4.61,4.32,seed_derived,pseudo_formula,1
offer-BTY-005-STD-3,test,beauty-tools-accessories,0.120,15.00,8.00,5.00,600.000,TH,LOCAL,90,1,4.54,5.09,seed_derived,pseudo_formula,1
offer-BTY-005-STD-4,test,beauty-tools-accessories,0.120,15.00,8.00,5.00,600.000,IN,BULK,280,8,4.57,4.51,seed_derived,pseudo_formula,1
offer-BTY-006-STD-1,train,beauty-tools-accessories,0.140,18.00,12.00,5.00,1080.000,CN,LOCAL,120,1,4.61,4.20,seed_derived,pseudo_formula,1
offer-BTY-006-STD-2,train,beauty-tools-accessories,0.140,18.00,12.00,5.00,1080.000,CN,BULK,400,10,4.61,3.78,seed_derived,pseudo_formula,1
offer-BTY-006-STD-3,train,beauty-tools-accessories,0.140,18.00,12.00,5.00,1080.000,TH,LOCAL,90,1,4.54,4.45,seed_derived,pseudo_formula,1
offer-BTY-006-STD-4,train,beauty-tools-accessories,0.140,18.00,12.00,5.00,1080.000,IN,BULK,280,8,4.57,3.95,seed_derived,pseudo_formula,1
offer-BTY-007-STD-1,train,beauty-tools-accessories,0.300,22.00,15.00,10.00,3300.000,CN,LOCAL,120,1,4.61,7.50,seed_derived,pseudo_formula,1
offer-BTY-007-STD-2,train,beauty-tools-accessories,0.300,22.00,15.00,10.00,3300.000,CN,BULK,400,10,4.61,6.75,seed_derived,pseudo_formula,1
offer-BTY-007-STD-3,train,beauty-tools-accessories,0.300,22.00,15.00,10.00,3300.000,TH,LOCAL,90,1,4.54,7.95,seed_derived,pseudo_formula,1
offer-BTY-007-STD-4,train,beauty-tools-accessories,0.300,22.00,15.00,10.00,3300.000,IN,BULK,280,8,4.57,7.05,seed_derived,pseudo_formula,1
offer-BTY-008-STD-1,train,beauty-tools-accessories,0.100,18.00,8.00,3.00,432.000,CN,LOCAL,120,1,4.61,3.60,seed_derived,pseudo_formula,1
offer-BTY-008-STD-2,train,beauty-tools-accessories,0.100,18.00,8.00,3.00,432.000,CN,BULK,400,10,4.61,3.24,seed_derived,pseudo_formula,1
offer-BTY-008-STD-3,train,beauty-tools-accessories,0.100,18.00,8.00,3.00,432.000,TH,LOCAL,90,1,4.54,3.82,seed_derived,pseudo_formula,1
offer-BTY-008-STD-4,train,beauty-tools-accessories,0.100,18.00,8.00,3.00,432.000,IN,BULK,280,8,4.57,3.38,seed_derived,pseudo_formula,1
offer-BTY-009-STD-1,train,beauty-tools-accessories,0.110,10.00,9.00,7.00,630.000,CN,LOCAL,120,1,4.61,4.60,seed_derived,pseudo_formula,1
offer-BTY-009-STD-2,train,beauty-tools-accessories,0.110,10.00,9.00,7.00,630.000,CN,BULK,400,10,4.61,4.14,seed_derived,pseudo_formula,1
offer-BTY-009-STD-3,train,beauty-tools-accessories,0.110,10.00,9.00,7.00,630.000,TH,LOCAL,90,1,4.54,4.88,seed_derived,pseudo_formula,1
offer-BTY-009-STD-4,train,beauty-tools-accessories,0.110,10.00,9.00,7.00,630.000,IN,BULK,280,8,4.57,4.32,seed_derived,pseudo_formula,1
offer-BTY-010-STD-1,test,beauty-tools-accessories,0.240,20.00,15.00,6.00,1800.000,CN,LOCAL,120,1,4.61,6.20,seed_derived,pseudo_formula,1
offer-BTY-010-STD-2,test,beauty-tools-accessories,0.240,20.00,15.00,6.00,1800.000,CN,BULK,400,10,4.61,5.58,seed_derived,pseudo_formula,1
offer-BTY-010-STD-3,test,beauty-tools-accessories,0.240,20.00,15.00,6.00,1800.000,TH,LOCAL,90,1,4.54,6.57,seed_derived,pseudo_formula,1
offer-BTY-010-STD-4,test,beauty-tools-accessories,0.240,20.00,15.00,6.00,1800.000,IN,BULK,280,8,4.57,5.83,seed_derived,pseudo_formula,1
offer-BTY-011-STD-1,test,beauty-tools-accessories,0.180,12.00,10.00,3.00,360.000,CN,LOCAL,120,1,4.61,5.80,seed_derived,pseudo_formula,1
offer-BTY-011-STD-2,test,beauty-tools-accessories,0.180,12.00,10.00,3.00,360.000,CN,BULK,400,10,4.61,5.22,seed_derived,pseudo_formula,1
offer-BTY-011-STD-3,test,beauty-tools-accessories,0.180,12.00,10.00,3.00,360.000,TH,LOCAL,90,1,4.54,6.15,seed_derived,pseudo_formula,1
offer-BTY-011-STD-4,test,beauty-tools-accessories,0.180,12.00,10.00,3.00,360.000,IN,BULK,280,8,4.57,5.45,seed_derived,pseudo_formula,1
offer-BTY-012-STD-1,train,beauty-tools-accessories,0.450,25.00,18.00,10.00,4500.000,CN,LOCAL,120,1,4.61,8.00,seed_derived,pseudo_formula,1
offer-BTY-012-STD-2,train,beauty-tools-accessories,0.450,25.00,18.00,10.00,4500.000,CN,BULK,400,10,4.61,7.20,seed_derived,pseudo_formula,1
offer-BTY-012-STD-3,train,beauty-tools-accessories,0.450,25.00,18.00,10.00,4500.000,TH,LOCAL,90,1,4.54,8.48,seed_derived,pseudo_formula,1
offer-BTY-012-STD-4,train,beauty-tools-accessories,0.450,25.00,18.00,10.00,4500.000,IN,BULK,280,8,4.57,7.52,seed_derived,pseudo_formula,1
offer-KIT-001-STD-1,train,kitchen-utility-tools,0.380,32.00,12.00,6.00,2304.000,TR,LOCAL,120,1,4.58,8.50,seed_derived,pseudo_formula,1
offer-KIT-001-STD-2,train,kitchen-utility-tools,0.380,32.00,12.00,6.00,2304.000,TR,BULK,400,10,4.58,7.65,seed_derived,pseudo_formula,1
offer-KIT-001-STD-3,train,kitchen-utility-tools,0.380,32.00,12.00,6.00,2304.000,CN,LOCAL,90,1,4.61,9.01,seed_derived,pseudo_formula,1
offer-KIT-001-STD-4,train,kitchen-utility-tools,0.380,32.00,12.00,6.00,2304.000,IN,BULK,280,8,4.57,7.99,seed_derived,pseudo_formula,1
offer-KIT-002-STD-1,train,kitchen-utility-tools,0.180,18.00,8.00,4.00,576.000,TR,LOCAL,120,1,4.58,5.20,seed_derived,pseudo_formula,1
offer-KIT-002-STD-2,train,kitchen-utility-tools,0.180,18.00,8.00,4.00,576.000,TR,BULK,400,10,4.58,4.68,seed_derived,pseudo_formula,1
offer-KIT-002-STD-3,train,kitchen-utility-tools,0.180,18.00,8.00,4.00,576.000,CN,LOCAL,90,1,4.61,5.51,seed_derived,pseudo_formula,1
offer-KIT-002-STD-4,train,kitchen-utility-tools,0.180,18.00,8.00,4.00,576.000,IN,BULK,280,8,4.57,4.89,seed_derived,pseudo_formula,1
offer-KIT-003-STD-1,test,kitchen-utility-tools,0.450,25.00,18.00,10.00,4500.000,TR,LOCAL,120,1,4.58,11.00,seed_derived,pseudo_formula,1
offer-KIT-003-STD-2,test,kitchen-utility-tools,0.450,25.00,18.00,10.00,4500.000,TR,BULK,400,10,4.58,9.90,seed_derived,pseudo_formula,1
offer-KIT-003-STD-3,test,kitchen-utility-tools,0.450,25.00,18.00,10.00,4500.000,CN,LOCAL,90,1,4.61,11.66,seed_derived,pseudo_formula,1
offer-KIT-003-STD-4,test,kitchen-utility-tools,0.450,25.00,18.00,10.00,4500.000,IN,BULK,280,8,4.57,10.34,seed_derived,pseudo_formula,1
offer-KIT-004-STD-1,test,kitchen-utility-tools,0.100,18.00,6.00,3.00,324.000,TR,LOCAL,120,1,4.58,3.80,seed_derived,pseudo_formula,1
offer-KIT-004-STD-2,test,kitchen-utility-tools,0.100,18.00,6.00,3.00,324.000,TR,BULK,400,10,4.58,3.42,seed_derived,pseudo_formula,1
offer-KIT-004-STD-3,test,kitchen-utility-tools,0.100,18.00,6.00,3.00,324.000,CN,LOCAL,90,1,4.61,4.03,seed_derived,pseudo_formula,1
offer-KIT-004-STD-4,test,kitchen-utility-tools,0.100,18.00,6.00,3.00,324.000,IN,BULK,280,8,4.57,3.57,seed_derived,pseudo_formula,1
offer-KIT-005-STD-1,train,kitchen-utility-tools,0.240,30.00,16.00,8.00,3840.000,TR,LOCAL,120,1,4.58,6.60,seed_derived,pseudo_formula,1
offer-KIT-005-STD-2,train,kitchen-utility-tools,0.240,30.00,16.00,8.00,3840.000,TR,BULK,400,10,4.58,5.94,seed_derived,pseudo_formula,1
offer-KIT-005-STD-3,train,kitchen-utility-tools,0.240,30.00,16.00,8.00,3840.000,CN,LOCAL,90,1,4.61,7.00,seed_derived,pseudo_formula,1
offer-KIT-005-STD-4,train,kitchen-utility-tools,0.240,30.00,16.00,8.00,3840.000,IN,BULK,280,8,4.57,6.20,seed_derived,pseudo_formula,1
offer-KIT-006-STD-1,train,kitchen-utility-tools,0.420,30.00,22.00,7.00,4620.000,TR,LOCAL,120,1,4.58,9.00,seed_derived,pseudo_formula,1
offer-KIT-006-STD-2,train,kitchen-utility-tools,0.420,30.00,22.00,7.00,4620.000,TR,BULK,400,10,4.58,8.10,seed_derived,pseudo_formula,1
offer-KIT-006-STD-3,train,kitchen-utility-tools,0.420,30.00,22.00,7.00,4620.000,CN,LOCAL,90,1,4.61,9.54,seed_derived,pseudo_formula,1
offer-KIT-006-STD-4,train,kitchen-utility-tools,0.420,30.00,22.00,7.00,4620.000,IN,BULK,280,8,4.57,8.46,seed_derived,pseudo_formula,1
offer-KIT-007-STD-1,train,kitchen-utility-tools,1.400,38.00,28.00,5.00,5320.000,TR,LOCAL,120,1,4.58,13.00,seed_derived,pseudo_formula,1
offer-KIT-007-STD-2,train,kitchen-utility-tools,1.400,38.00,28.00,5.00,5320.000,TR,BULK,400,10,4.58,11.70,seed_derived,pseudo_formula,1
offer-KIT-007-STD-3,train,kitchen-utility-tools,1.400,38.00,28.00,5.00,5320.000,CN,LOCAL,90,1,4.61,13.78,seed_derived,pseudo_formula,1
offer-KIT-007-STD-4,train,kitchen-utility-tools,1.400,38.00,28.00,5.00,5320.000,IN,BULK,280,8,4.57,12.22,seed_derived,pseudo_formula,1
offer-KIT-008-STD-1,test,kitchen-utility-tools,1.600,42.00,32.00,18.00,24192.000,TR,LOCAL,120,1,4.58,18.00,seed_derived,pseudo_formula,1
offer-KIT-008-STD-2,test,kitchen-utility-tools,1.600,42.00,32.00,18.00,24192.000,TR,BULK,400,10,4.58,16.20,seed_derived,pseudo_formula,1
offer-KIT-008-STD-3,test,kitchen-utility-tools,1.600,42.00,32.00,18.00,24192.000,CN,LOCAL,90,1,4.61,19.08,seed_derived,pseudo_formula,1
offer-KIT-008-STD-4,test,kitchen-utility-tools,1.600,42.00,32.00,18.00,24192.000,IN,BULK,280,8,4.57,16.92,seed_derived,pseudo_formula,1
offer-KIT-009-STD-1,train,kitchen-utility-tools,1.200,36.00,22.00,14.00,11088.000,TR,LOCAL,120,1,4.58,14.50,seed_derived,pseudo_formula,1
offer-KIT-009-STD-2,train,kitchen-utility-tools,1.200,36.00,22.00,14.00,11088.000,TR,BULK,400,10,4.58,13.05,seed_derived,pseudo_formula,1
offer-KIT-009-STD-3,train,kitchen-utility-tools,1.200,36.00,22.00,14.00,11088.000,CN,LOCAL,90,1,4.61,15.37,seed_derived,pseudo_formula,1
offer-KIT-009-STD-4,train,kitchen-utility-tools,1.200,36.00,22.00,14.00,11088.000,IN,BULK,280,8,4.57,13.63,seed_derived,pseudo_formula,1
offer-KIT-010-STD-1,validation,kitchen-utility-tools,0.180,30.00,6.00,4.00,720.000,TR,LOCAL,120,1,4.58,4.80,seed_derived,pseudo_formula,1
offer-KIT-010-STD-2,validation,kitchen-utility-tools,0.180,30.00,6.00,4.00,720.000,TR,BULK,400,10,4.58,4.32,seed_derived,pseudo_formula,1
offer-KIT-010-STD-3,validation,kitchen-utility-tools,0.180,30.00,6.00,4.00,720.000,CN,LOCAL,90,1,4.61,5.09,seed_derived,pseudo_formula,1
offer-KIT-010-STD-4,validation,kitchen-utility-tools,0.180,30.00,6.00,4.00,720.000,IN,BULK,280,8,4.57,4.51,seed_derived,pseudo_formula,1
offer-KIT-011-STD-1,train,kitchen-utility-tools,0.480,24.00,16.00,10.00,3840.000,TR,LOCAL,120,1,4.58,7.80,seed_derived,pseudo_formula,1
offer-KIT-011-STD-2,train,kitchen-utility-tools,0.480,24.00,16.00,10.00,3840.000,TR,BULK,400,10,4.58,7.02,seed_derived,pseudo_formula,1
offer-KIT-011-STD-3,train,kitchen-utility-tools,0.480,24.00,16.00,10.00,3840.000,CN,LOCAL,90,1,4.61,8.27,seed_derived,pseudo_formula,1
offer-KIT-011-STD-4,train,kitchen-utility-tools,0.480,24.00,16.00,10.00,3840.000,IN,BULK,280,8,4.57,7.33,seed_derived,pseudo_formula,1
offer-KIT-012-STD-1,train,kitchen-utility-tools,2.200,48.00,36.00,15.00,25920.000,TR,LOCAL,120,1,4.58,22.00,seed_derived,pseudo_formula,1
offer-KIT-012-STD-2,train,kitchen-utility-tools,2.200,48.00,36.00,15.00,25920.000,TR,BULK,400,10,4.58,19.80,seed_derived,pseudo_formula,1
offer-KIT-012-STD-3,train,kitchen-utility-tools,2.200,48.00,36.00,15.00,25920.000,CN,LOCAL,90,1,4.61,23.32,seed_derived,pseudo_formula,1
offer-KIT-012-STD-4,train,kitchen-utility-tools,2.200,48.00,36.00,15.00,25920.000,IN,BULK,280,8,4.57,20.68,seed_derived,pseudo_formula,1
offer-OFC-001-STD-1,train,office-desk-accessories,1.100,34.00,28.00,12.00,11424.000,CN,LOCAL,120,1,4.61,13.00,seed_derived,pseudo_formula,1
offer-OFC-001-STD-2,train,office-desk-accessories,1.100,34.00,28.00,12.00,11424.000,CN,BULK,400,10,4.61,11.70,seed_derived,pseudo_formula,1
offer-OFC-001-STD-3,train,office-desk-accessories,1.100,34.00,28.00,12.00,11424.000,IN,LOCAL,90,1,4.57,13.78,seed_derived,pseudo_formula,1
offer-OFC-001-STD-4,train,office-desk-accessories,1.100,34.00,28.00,12.00,11424.000,MY,BULK,280,8,4.63,12.22,seed_derived,pseudo_formula,1
offer-OFC-002-STD-1,train,office-desk-accessories,0.220,12.00,10.00,10.00,1200.000,CN,LOCAL,120,1,4.61,3.80,seed_derived,pseudo_formula,1
offer-OFC-002-STD-2,train,office-desk-accessories,0.220,12.00,10.00,10.00,1200.000,CN,BULK,400,10,4.61,3.42,seed_derived,pseudo_formula,1
offer-OFC-002-STD-3,train,office-desk-accessories,0.220,12.00,10.00,10.00,1200.000,IN,LOCAL,90,1,4.57,4.03,seed_derived,pseudo_formula,1
offer-OFC-002-STD-4,train,office-desk-accessories,0.220,12.00,10.00,10.00,1200.000,MY,BULK,280,8,4.63,3.57,seed_derived,pseudo_formula,1
offer-OFC-003-STD-1,test,office-desk-accessories,0.380,20.00,10.00,6.00,1200.000,CN,LOCAL,120,1,4.61,6.50,seed_derived,pseudo_formula,1
offer-OFC-003-STD-2,test,office-desk-accessories,0.380,20.00,10.00,6.00,1200.000,CN,BULK,400,10,4.61,5.85,seed_derived,pseudo_formula,1
offer-OFC-003-STD-3,test,office-desk-accessories,0.380,20.00,10.00,6.00,1200.000,IN,LOCAL,90,1,4.57,6.89,seed_derived,pseudo_formula,1
offer-OFC-003-STD-4,test,office-desk-accessories,0.380,20.00,10.00,6.00,1200.000,MY,BULK,280,8,4.63,6.11,seed_derived,pseudo_formula,1
offer-OFC-004-STD-1,train,office-desk-accessories,0.520,16.00,8.00,8.00,1024.000,CN,LOCAL,120,1,4.61,4.80,seed_derived,pseudo_formula,1
offer-OFC-004-STD-2,train,office-desk-accessories,0.520,16.00,8.00,8.00,1024.000,CN,BULK,400,10,4.61,4.32,seed_derived,pseudo_formula,1
offer-OFC-004-STD-3,train,office-desk-accessories,0.520,16.00,8.00,8.00,1024.000,IN,LOCAL,90,1,4.57,5.09,seed_derived,pseudo_formula,1
offer-OFC-004-STD-4,train,office-desk-accessories,0.520,16.00,8.00,8.00,1024.000,MY,BULK,280,8,4.63,4.51,seed_derived,pseudo_formula,1
offer-OFC-005-STD-1,train,office-desk-accessories,0.780,36.00,28.00,9.00,9072.000,CN,LOCAL,120,1,4.61,8.20,seed_derived,pseudo_formula,1
offer-OFC-005-STD-2,train,office-desk-accessories,0.780,36.00,28.00,9.00,9072.000,CN,BULK,400,10,4.61,7.38,seed_derived,pseudo_formula,1
offer-OFC-005-STD-3,train,office-desk-accessories,0.780,36.00,28.00,9.00,9072.000,IN,LOCAL,90,1,4.57,8.69,seed_derived,pseudo_formula,1
offer-OFC-005-STD-4,train,office-desk-accessories,0.780,36.00,28.00,9.00,9072.000,MY,BULK,280,8,4.63,7.71,seed_derived,pseudo_formula,1
offer-OFC-006-STD-1,train,office-desk-accessories,1.800,48.00,24.00,10.00,11520.000,CN,LOCAL,120,1,4.61,20.00,seed_derived,pseudo_formula,1
offer-OFC-006-STD-2,train,office-desk-accessories,1.800,48.00,24.00,10.00,11520.000,CN,BULK,400,10,4.61,18.00,seed_derived,pseudo_formula,1
offer-OFC-006-STD-3,train,office-desk-accessories,1.800,48.00,24.00,10.00,11520.000,IN,LOCAL,90,1,4.57,21.20,seed_derived,pseudo_formula,1
offer-OFC-006-STD-4,train,office-desk-accessories,1.800,48.00,24.00,10.00,11520.000,MY,BULK,280,8,4.63,18.80,seed_derived,pseudo_formula,1
offer-OFC-007-STD-1,train,office-desk-accessories,0.900,45.00,14.00,9.00,5670.000,CN,LOCAL,120,1,4.61,12.50,seed_derived,pseudo_formula,1
offer-OFC-007-STD-2,train,office-desk-accessories,0.900,45.00,14.00,9.00,5670.000,CN,BULK,400,10,4.61,11.25,seed_derived,pseudo_formula,1
offer-OFC-007-STD-3,train,office-desk-accessories,0.900,45.00,14.00,9.00,5670.000,IN,LOCAL,90,1,4.57,13.25,seed_derived,pseudo_formula,1
offer-OFC-007-STD-4,train,office-desk-accessories,0.900,45.00,14.00,9.00,5670.000,MY,BULK,280,8,4.63,11.75,seed_derived,pseudo_formula,1
offer-OFC-008-STD-1,test,office-desk-accessories,0.520,34.00,24.00,6.00,4896.000,CN,LOCAL,120,1,4.61,7.20,seed_derived,pseudo_formula,1
offer-OFC-008-STD-2,test,office-desk-accessories,0.520,34.00,24.00,6.00,4896.000,CN,BULK,400,10,4.61,6.48,seed_derived,pseudo_formula,1
offer-OFC-008-STD-3,test,office-desk-accessories,0.520,34.00,24.00,6.00,4896.000,IN,LOCAL,90,1,4.57,7.63,seed_derived,pseudo_formula,1
offer-OFC-008-STD-4,test,office-desk-accessories,0.520,34.00,24.00,6.00,4896.000,MY,BULK,280,8,4.63,6.77,seed_derived,pseudo_formula,1
offer-OFC-009-STD-1,train,office-desk-accessories,0.180,12.00,9.00,5.00,540.000,CN,LOCAL,120,1,4.61,4.40,seed_derived,pseudo_formula,1
offer-OFC-009-STD-2,train,office-desk-accessories,0.180,12.00,9.00,5.00,540.000,CN,BULK,400,10,4.61,3.96,seed_derived,pseudo_formula,1
offer-OFC-009-STD-3,train,office-desk-accessories,0.180,12.00,9.00,5.00,540.000,IN,LOCAL,90,1,4.57,4.66,seed_derived,pseudo_formula,1
offer-OFC-009-STD-4,train,office-desk-accessories,0.180,12.00,9.00,5.00,540.000,MY,BULK,280,8,4.63,4.14,seed_derived,pseudo_formula,1
offer-OFC-010-STD-1,validation,office-desk-accessories,0.650,34.00,25.00,4.00,3400.000,CN,LOCAL,120,1,4.61,7.80,seed_derived,pseudo_formula,1
offer-OFC-010-STD-2,validation,office-desk-accessories,0.650,34.00,25.00,4.00,3400.000,CN,BULK,400,10,4.61,7.02,seed_derived,pseudo_formula,1
offer-OFC-010-STD-3,validation,office-desk-accessories,0.650,34.00,25.00,4.00,3400.000,IN,LOCAL,90,1,4.57,8.27,seed_derived,pseudo_formula,1
offer-OFC-010-STD-4,validation,office-desk-accessories,0.650,34.00,25.00,4.00,3400.000,MY,BULK,280,8,4.63,7.33,seed_derived,pseudo_formula,1
offer-OFC-011-STD-1,train,office-desk-accessories,0.850,38.00,24.00,5.00,4560.000,CN,LOCAL,120,1,4.61,11.00,seed_derived,pseudo_formula,1
offer-OFC-011-STD-2,train,office-desk-accessories,0.850,38.00,24.00,5.00,4560.000,CN,BULK,400,10,4.61,9.90,seed_derived,pseudo_formula,1
offer-OFC-011-STD-3,train,office-desk-accessories,0.850,38.00,24.00,5.00,4560.000,IN,LOCAL,90,1,4.57,11.66,seed_derived,pseudo_formula,1
offer-OFC-011-STD-4,train,office-desk-accessories,0.850,38.00,24.00,5.00,4560.000,MY,BULK,280,8,4.63,10.34,seed_derived,pseudo_formula,1
offer-OFC-012-STD-1,test,office-desk-accessories,1.100,42.00,32.00,12.00,16128.000,CN,LOCAL,120,1,4.61,16.00,seed_derived,pseudo_formula,1
offer-OFC-012-STD-2,test,office-desk-accessories,1.100,42.00,32.00,12.00,16128.000,CN,BULK,400,10,4.61,14.40,seed_derived,pseudo_formula,1
offer-OFC-012-STD-3,test,office-desk-accessories,1.100,42.00,32.00,12.00,16128.000,IN,LOCAL,90,1,4.57,16.96,seed_derived,pseudo_formula,1
offer-OFC-012-STD-4,test,office-desk-accessories,1.100,42.00,32.00,12.00,16128.000,MY,BULK,280,8,4.63,15.04,seed_derived,pseudo_formula,1
offer-TRV-001-STD-1,train,travel-luggage-accessories,0.520,34.00,26.00,7.00,6188.000,VN,LOCAL,120,1,4.60,12.00,seed_derived,pseudo_formula,1
offer-TRV-001-STD-2,train,travel-luggage-accessories,0.520,34.00,26.00,7.00,6188.000,VN,BULK,400,10,4.60,10.80,seed_derived,pseudo_formula,1
offer-TRV-001-STD-3,train,travel-luggage-accessories,0.520,34.00,26.00,7.00,6188.000,CN,LOCAL,90,1,4.61,12.72,seed_derived,pseudo_formula,1
offer-TRV-001-STD-4,train,travel-luggage-accessories,0.520,34.00,26.00,7.00,6188.000,TR,BULK,280,8,4.58,11.28,seed_derived,pseudo_formula,1
offer-TRV-002-STD-1,train,travel-luggage-accessories,0.280,28.00,20.00,6.00,3360.000,VN,LOCAL,120,1,4.60,7.50,seed_derived,pseudo_formula,1
offer-TRV-002-STD-2,train,travel-luggage-accessories,0.280,28.00,20.00,6.00,3360.000,VN,BULK,400,10,4.60,6.75,seed_derived,pseudo_formula,1
offer-TRV-002-STD-3,train,travel-luggage-accessories,0.280,28.00,20.00,6.00,3360.000,CN,LOCAL,90,1,4.61,7.95,seed_derived,pseudo_formula,1
offer-TRV-002-STD-4,train,travel-luggage-accessories,0.280,28.00,20.00,6.00,3360.000,TR,BULK,280,8,4.58,7.05,seed_derived,pseudo_formula,1
offer-TRV-003-STD-1,test,travel-luggage-accessories,0.220,24.00,14.00,4.00,1344.000,VN,LOCAL,120,1,4.60,8.20,seed_derived,pseudo_formula,1
offer-TRV-003-STD-2,test,travel-luggage-accessories,0.220,24.00,14.00,4.00,1344.000,VN,BULK,400,10,4.60,7.38,seed_derived,pseudo_formula,1
offer-TRV-003-STD-3,test,travel-luggage-accessories,0.220,24.00,14.00,4.00,1344.000,CN,LOCAL,90,1,4.61,8.69,seed_derived,pseudo_formula,1
offer-TRV-003-STD-4,test,travel-luggage-accessories,0.220,24.00,14.00,4.00,1344.000,TR,BULK,280,8,4.58,7.71,seed_derived,pseudo_formula,1
offer-TRV-004-STD-1,test,travel-luggage-accessories,0.080,15.00,11.00,2.00,330.000,VN,LOCAL,120,1,4.60,4.50,seed_derived,pseudo_formula,1
offer-TRV-004-STD-2,test,travel-luggage-accessories,0.080,15.00,11.00,2.00,330.000,VN,BULK,400,10,4.60,4.05,seed_derived,pseudo_formula,1
offer-TRV-004-STD-3,test,travel-luggage-accessories,0.080,15.00,11.00,2.00,330.000,CN,LOCAL,90,1,4.61,4.77,seed_derived,pseudo_formula,1
offer-TRV-004-STD-4,test,travel-luggage-accessories,0.080,15.00,11.00,2.00,330.000,TR,BULK,280,8,4.58,4.23,seed_derived,pseudo_formula,1
offer-TRV-005-STD-1,train,travel-luggage-accessories,0.100,14.00,9.00,3.00,378.000,VN,LOCAL,120,1,4.60,4.20,seed_derived,pseudo_formula,1
offer-TRV-005-STD-2,train,travel-luggage-accessories,0.100,14.00,9.00,3.00,378.000,VN,BULK,400,10,4.60,3.78,seed_derived,pseudo_formula,1
offer-TRV-005-STD-3,train,travel-luggage-accessories,0.100,14.00,9.00,3.00,378.000,CN,LOCAL,90,1,4.61,4.45,seed_derived,pseudo_formula,1
offer-TRV-005-STD-4,train,travel-luggage-accessories,0.100,14.00,9.00,3.00,378.000,TR,BULK,280,8,4.58,3.95,seed_derived,pseudo_formula,1
offer-TRV-006-STD-1,train,travel-luggage-accessories,0.240,18.00,12.00,6.00,1296.000,VN,LOCAL,120,1,4.60,5.80,seed_derived,pseudo_formula,1
offer-TRV-006-STD-2,train,travel-luggage-accessories,0.240,18.00,12.00,6.00,1296.000,VN,BULK,400,10,4.60,5.22,seed_derived,pseudo_formula,1
offer-TRV-006-STD-3,train,travel-luggage-accessories,0.240,18.00,12.00,6.00,1296.000,CN,LOCAL,90,1,4.61,6.15,seed_derived,pseudo_formula,1
offer-TRV-006-STD-4,train,travel-luggage-accessories,0.240,18.00,12.00,6.00,1296.000,TR,BULK,280,8,4.58,5.45,seed_derived,pseudo_formula,1
