example_id,split,product_id,product_name,model,target_category_slug,target_category_name,feature_source,label_source,is_synthetic
category-441,train,441,Platinum Wedding Band,JPM-031,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-442,train,442,Platinum Stud Earrings,JPM-032,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-443,train,443,Palladium Wedding Band,JPM-033,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-444,train,444,Rose Gold Bracelet,JPM-034,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-445,validation,445,White Gold Pendant Setting,JPM-035,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-446,train,446,Two-Tone Gold Ring,JPM-036,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-447,train,447,Round-Cut Diamond Stone,JPM-037,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-448,train,448,Princess-Cut Diamond Stone,JPM-038,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-449,train,449,Emerald-Cut Diamond Stone,JPM-039,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-450,validation,450,Oval-Cut Diamond Stone,JPM-040,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-451,train,451,Pear-Cut Diamond Stone,JPM-041,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-452,train,452,Marquise-Cut Diamond Stone,JPM-042,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-453,test,453,Cushion-Cut Diamond Stone,JPM-043,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-454,train,454,Radiant-Cut Diamond Stone,JPM-044,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-455,train,455,Asscher-Cut Diamond Stone,JPM-045,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-456,train,456,Heart-Cut Diamond Stone,JPM-046,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-457,validation,457,Diamond Solitaire Pendant,JPM-047,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-458,train,458,Diamond Tennis Bracelet,JPM-048,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-459,test,459,Diamond Stud Earrings,JPM-049,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-460,train,460,Diamond Cluster Ring,JPM-050,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-461,train,461,Ruby Gemstone,JPM-051,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-462,train,462,Blue Sapphire Gemstone,JPM-052,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-463,train,463,Emerald Gemstone,JPM-053,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-464,train,464,Amethyst Gemstone,JPM-054,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-465,test,465,Aquamarine Gemstone,JPM-055,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-466,train,466,Citrine Gemstone,JPM-056,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-467,train,467,Garnet Gemstone,JPM-057,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-468,test,468,Opal Gemstone,JPM-058,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-469,validation,469,Peridot Gemstone,JPM-059,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-470,test,470,Tanzanite Gemstone,JPM-060,jewelry-gems-precious-metals,"Jewelry, Gems & Precious Metals",seed_derived,catalog_taxonomy,1
category-471,test,471,Adjustable Phone Stand,MOB-001,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-472,test,472,Magnetic Phone Grip,MOB-002,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-473,train,473,Shockproof Phone Case,MOB-003,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-474,train,474,Tempered Glass Screen Protector,MOB-004,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-475,validation,475,USB-C Wall Charger,MOB-005,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-476,train,476,USB-C Mobile Data Cable,MOB-006,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-477,train,477,Eight-Pin Mobile Data Cable,MOB-007,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-478,train,478,Braided Multi-Connector Cable,MOB-008,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-479,test,479,Waterproof Phone Pouch,MOB-009,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-480,train,480,Car Dashboard Phone Mount,MOB-010,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-481,train,481,Bicycle Phone Mount,MOB-011,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-482,train,482,Mobile Cable Organizer Kit,MOB-012,mobile-accessories,Mobile Accessories,seed_derived,catalog_taxonomy,1
category-483,train,483,Adjustable Laptop Stand,LPC-001,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-484,train,484,Padded Laptop Sleeve,LPC-002,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-485,train,485,1080p USB Webcam,LPC-003,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-486,train,486,Wireless Computer Mouse,LPC-004,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-487,test,487,Compact USB Keyboard,LPC-005,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-488,train,488,USB-C Multiport Hub,LPC-006,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-489,train,489,USB Mini Condenser Microphone,LPC-007,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-490,test,490,Foldable Laptop Riser,LPC-008,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-491,train,491,Webcam Privacy Cover Pack,LPC-009,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-492,test,492,Desk Cable Management Tray,LPC-010,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-493,train,493,Extended Desk Mouse Pad,LPC-011,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-494,validation,494,Laptop Cooling Pad,LPC-012,laptop-pc-accessories,Laptop & PC Accessories,seed_derived,catalog_taxonomy,1
category-495,train,495,Geometry Instrument Set,EDU-001,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-496,test,496,Dry-Erase Student Lapboard,EDU-002,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-497,train,497,Magnetic Letter Learning Set,EDU-003,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-498,train,498,Educational Flash Card Set,EDU-004,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-499,train,499,Document Reading Stand,EDU-005,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-500,validation,500,Undated Academic Planner,EDU-006,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-501,train,501,Protective Calculator Case,EDU-007,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-502,train,502,Digital Classroom Timer,EDU-008,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-503,train,503,Retractable Map Pointer,EDU-009,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-504,train,504,Adjustable Book Stand,EDU-010,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-505,test,505,Student Mini Microscope,EDU-011,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-506,test,506,Molecular Model Kit,EDU-012,educational-academic-tools,Educational & Academic Tools,seed_derived,catalog_taxonomy,1
category-507,test,507,Desktop Microphone Arm,CRT-001,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-508,train,508,Tabletop Camera Tripod,CRT-002,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-509,train,509,Smartphone Video Rig,CRT-003,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-510,train,510,Foldable Photography Reflector,CRT-004,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-511,test,511,Photo Backdrop Support Stand,CRT-005,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-512,test,512,Green Screen Backdrop Cloth,CRT-006,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-513,train,513,Camera Cold Shoe Mount,CRT-007,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-514,train,514,Teleprompter Phone Bracket,CRT-008,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-515,train,515,LED Ring Light Kit,CRT-009,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-516,train,516,Clip-on Lavalier Mini Microphone,CRT-010,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-517,train,517,Adjustable Creator Phone Mount,CRT-011,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-518,validation,518,Portable Light Diffuser,CRT-012,creator-content-tools,Creator & Content Tools,seed_derived,catalog_taxonomy,1
category-519,train,519,Poly Mailer Pack,PKG-001,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-520,train,520,Corrugated Shipping Box Set,PKG-002,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-521,test,521,Padded Mailer Pack,PKG-003,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-522,train,522,Paper Void Fill Roll,PKG-004,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-523,train,523,Honeycomb Wrapping Paper Roll,PKG-005,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-524,validation,524,Kraft Packing Tape Pack,PKG-006,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-525,test,525,Tamper-Evident Label Roll,PKG-007,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-526,test,526,Thermal Shipping Label Roll,PKG-008,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-527,train,527,Packing Slip Envelope Pack,PKG-009,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-528,train,528,Reusable Zip Shipping Bag,PKG-010,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-529,train,529,Cardboard Corner Protector Pack,PKG-011,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-530,train,530,Barcode Sticker Roll,PKG-012,ecommerce-packaging-supplies,E-commerce Packaging Supplies,seed_derived,catalog_taxonomy,1
category-531,validation,531,Stackable Storage Bin,HOS-001,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-532,train,532,Under-Bed Storage Bag,HOS-002,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-533,train,533,Adjustable Drawer Divider Set,HOS-003,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-534,test,534,Closet Shelf Organizer,HOS-004,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-535,train,535,Hanging Wardrobe Organizer,HOS-005,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-536,test,536,Foldable Fabric Storage Cube,HOS-006,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-537,test,537,Cabinet Shelf Riser,HOS-007,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-538,train,538,Clear Shoe Storage Box,HOS-008,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-539,train,539,Cable Storage Box,HOS-009,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-540,train,540,Bathroom Counter Organizer,HOS-010,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-541,train,541,Vacuum Storage Bag Set,HOS-011,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-542,train,542,Rolling Utility Cart,HOS-012,home-organization-storage,Home Organization & Storage,seed_derived,catalog_taxonomy,1
category-543,test,543,Faux Leather Belt,FAS-001,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-544,train,544,Woven Fabric Belt,FAS-002,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-545,test,545,Casual Crossbody Bag,FAS-003,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-546,train,546,Cotton-Blend Baseball Cap,FAS-004,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-547,train,547,Unbranded Bucket Hat,FAS-005,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-548,train,548,Hair Claw Clip Set,FAS-006,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-549,validation,549,Fabric Headband Set,FAS-007,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-550,test,550,Non-Precious Brooch Set,FAS-008,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-551,train,551,Costume Jewelry Bracelet,FAS-009,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-552,train,552,Sunglasses Storage Case,FAS-010,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-553,train,553,Unbranded Fashion Wallet,FAS-011,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-554,train,554,School Backpack,FAS-012,fashion-accessories,Fashion Accessories,seed_derived,catalog_taxonomy,1
category-555,train,555,Makeup Brush Set,BTY-001,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-556,train,556,Cosmetic Sponge Set,BTY-002,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-557,train,557,Eyelash Curler,BTY-003,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-558,validation,558,Precision Tweezers Set,BTY-004,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-559,test,559,Manual Facial Cleansing Brush,BTY-005,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-560,train,560,Hair Sectioning Clip Set,BTY-006,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-561,train,561,Manicure Tool Organizer,BTY-007,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-562,train,562,Nail File Set,BTY-008,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-563,train,563,Scalp Massage Brush,BTY-009,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-564,test,564,Refillable Travel Bottle Set,BTY-010,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-565,test,565,Compact Vanity Mirror,BTY-011,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-566,train,566,Cosmetic Organizer Tray,BTY-012,beauty-tools-accessories,Beauty Tools & Accessories,seed_derived,catalog_taxonomy,1
category-567,train,567,Silicone Spatula Set,KIT-001,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-568,train,568,Measuring Spoon Set,KIT-002,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-569,test,569,Insulated Lunch Box,KIT-003,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-570,test,570,Vegetable Peeler,KIT-004,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-571,train,571,Fine Mesh Strainer,KIT-005,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-572,train,572,Collapsible Colander,KIT-006,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-573,train,573,Cutting Board Set,KIT-007,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-574,test,574,Food Storage Container Set,KIT-008,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-575,train,575,Spice Jar Organizer,KIT-009,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-576,validation,576,Kitchen Tongs,KIT-010,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-577,train,577,Manual Citrus Juicer,KIT-011,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-578,train,578,Dish Drying Rack,KIT-012,kitchen-utility-tools,Kitchen Utility Tools,seed_derived,catalog_taxonomy,1
category-579,train,579,Desktop File Organizer,OFC-001,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-580,train,580,Metal Mesh Pen Holder,OFC-002,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-581,test,581,Stapler and Staple Set,OFC-003,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-582,train,582,Desktop Tape Dispenser,OFC-004,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-583,train,583,Document Letter Tray,OFC-005,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-584,train,584,Monitor Riser Stand,OFC-006,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-585,train,585,Under-Desk Cable Tray,OFC-007,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-586,test,586,Desk Drawer Organizer,OFC-008,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-587,train,587,Business Card Holder,OFC-009,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-588,validation,588,Clipboard Set,OFC-010,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-589,train,589,Desktop Whiteboard,OFC-011,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-590,test,590,Under-Desk Footrest,OFC-012,office-desk-accessories,Office & Desk Accessories,seed_derived,catalog_taxonomy,1
category-591,train,591,Packing Cube Set,TRV-001,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-592,train,592,Luggage Organizer Pouch,TRV-002,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-593,test,593,Travel Document Wallet,TRV-003,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-594,test,594,Unbranded Passport Cover,TRV-004,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-595,train,595,Luggage Tag Set,TRV-005,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-596,train,596,Foldable Travel Hanger Set,TRV-006,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-597,train,597,Shoe Travel Bag,TRV-007,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-598,validation,598,Travel Cable Organizer,TRV-008,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-599,train,599,Travel Neck Pillow,TRV-009,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-600,train,600,Collapsible Travel Laundry Bag,TRV-010,travel-luggage-accessories,Travel & Luggage Accessories,seed_derived,catalog_taxonomy,1
category-601,train,601,Pet Grooming Brush,PET-001,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-602,train,602,Pet Nail File,PET-002,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-603,train,603,Pet Feeding Mat,PET-003,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-604,train,604,Collapsible Pet Bowl,PET-004,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-605,test,605,Pet Toy Storage Basket,PET-005,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-606,test,606,Pet Waste Bag Dispenser,PET-006,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-607,train,607,Pet Hair Remover Roller,PET-007,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-608,train,608,Pet Bath Towel,PET-008,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-609,validation,609,Washable Pet Bed Cover,PET-009,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
category-610,train,610,Pet Travel Organizer Bag,PET-010,pet-care-accessories,Pet Care Accessories,seed_derived,catalog_taxonomy,1
